#    L    TT             EE             BB             TE             PP             TP             EP          
  1004    0.96607E+03    0.40891E+02    0.18153E-03   -0.39724E+02    0.52800E-08    0.17106E-05    0.66470E-06
  1005    0.96574E+03    0.40764E+02    0.18119E-03   -0.41020E+02    0.52698E-08    0.16778E-05    0.66319E-06
  1006    0.96548E+03    0.40631E+02    0.18086E-03   -0.42303E+02    0.52596E-08    0.16453E-05    0.66162E-06
  1007    0.96527E+03    0.40492E+02    0.18053E-03   -0.43572E+02    0.52495E-08    0.16132E-05    0.65999E-06
  1008    0.96498E+03    0.40348E+02    0.18020E-03   -0.44826E+02    0.52394E-08    0.15813E-05    0.65829E-06
  1009    0.96505E+03    0.40199E+02    0.17987E-03   -0.46066E+02    0.52293E-08    0.15498E-05    0.65654E-06
  1010    0.96525E+03    0.40044E+02    0.17955E-03   -0.47290E+02    0.52192E-08    0.15185E-05    0.65474E-06
  1011    0.96552E+03    0.39885E+02    0.17924E-03   -0.48498E+02    0.52091E-08    0.14876E-05    0.65287E-06
  1012    0.96592E+03    0.39720E+02    0.17892E-03   -0.49691E+02    0.51991E-08    0.14569E-05    0.65094E-06
  1013    0.96645E+03    0.39551E+02    0.17861E-03   -0.50866E+02    0.51891E-08    0.14266E-05    0.64896E-06
  1014    0.96712E+03    0.39376E+02    0.17830E-03   -0.52025E+02    0.51792E-08    0.13966E-05    0.64692E-06
  1015    0.96778E+03    0.39197E+02    0.17799E-03   -0.53166E+02    0.51692E-08    0.13668E-05    0.64483E-06
  1016    0.96864E+03    0.39012E+02    0.17768E-03   -0.54290E+02    0.51593E-08    0.13374E-05    0.64267E-06
  1017    0.96964E+03    0.38823E+02    0.17738E-03   -0.55396E+02    0.51494E-08    0.13083E-05    0.64046E-06
  1018    0.97070E+03    0.38628E+02    0.17708E-03   -0.56484E+02    0.51395E-08    0.12795E-05    0.63820E-06
  1019    0.97181E+03    0.38430E+02    0.17677E-03   -0.57553E+02    0.51297E-08    0.12510E-05    0.63588E-06
  1020    0.97314E+03    0.38225E+02    0.17647E-03   -0.58603E+02    0.51198E-08    0.12228E-05    0.63350E-06
  1021    0.97452E+03    0.38016E+02    0.17617E-03   -0.59634E+02    0.51100E-08    0.11949E-05    0.63107E-06
  1022    0.97597E+03    0.37803E+02    0.17587E-03   -0.60645E+02    0.51003E-08    0.11674E-05    0.62859E-06
  1023    0.97754E+03    0.37585E+02    0.17558E-03   -0.61634E+02    0.50905E-08    0.11401E-05    0.62605E-06
  1024    0.97918E+03    0.37363E+02    0.17528E-03   -0.62603E+02    0.50808E-08    0.11132E-05    0.62346E-06
  1025    0.98087E+03    0.37137E+02    0.17498E-03   -0.63549E+02    0.50711E-08    0.10866E-05    0.62082E-06
  1026    0.98291E+03    0.36907E+02    0.17468E-03   -0.64476E+02    0.50614E-08    0.10602E-05    0.61812E-06
  1027    0.98480E+03    0.36674E+02    0.17438E-03   -0.65380E+02    0.50518E-08    0.10343E-05    0.61537E-06
  1028    0.98674E+03    0.36437E+02    0.17408E-03   -0.66262E+02    0.50421E-08    0.10086E-05    0.61257E-06
  1029    0.98881E+03    0.36195E+02    0.17377E-03   -0.67124E+02    0.50325E-08    0.98322E-06    0.60972E-06
  1030    0.99094E+03    0.35950E+02    0.17347E-03   -0.67962E+02    0.50229E-08    0.95819E-06    0.60681E-06
  1031    0.99298E+03    0.35701E+02    0.17317E-03   -0.68776E+02    0.50134E-08    0.93347E-06    0.60385E-06
  1032    0.99529E+03    0.35448E+02    0.17286E-03   -0.69572E+02    0.50038E-08    0.90907E-06    0.60085E-06
  1033    0.99759E+03    0.35192E+02    0.17255E-03   -0.70343E+02    0.49943E-08    0.88499E-06    0.59779E-06
  1034    0.10001E+04    0.34934E+02    0.17224E-03   -0.71090E+02    0.49849E-08    0.86123E-06    0.59468E-06
  1035    0.10026E+04    0.34672E+02    0.17193E-03   -0.71815E+02    0.49754E-08    0.83780E-06    0.59153E-06
  1036    0.10051E+04    0.34406E+02    0.17161E-03   -0.72517E+02    0.49659E-08    0.81469E-06    0.58832E-06
  1037    0.10077E+04    0.34138E+02    0.17129E-03   -0.73195E+02    0.49565E-08    0.79190E-06    0.58507E-06
  1038    0.10105E+04    0.33868E+02    0.17097E-03   -0.73849E+02    0.49471E-08    0.76944E-06    0.58176E-06
  1039    0.10132E+04    0.33594E+02    0.17065E-03   -0.74476E+02    0.49378E-08    0.74731E-06    0.57841E-06
  1040    0.10159E+04    0.33317E+02    0.17032E-03   -0.75081E+02    0.49284E-08    0.72550E-06    0.57501E-06
  1041    0.10188E+04    0.33040E+02    0.16999E-03   -0.75659E+02    0.49191E-08    0.70402E-06    0.57157E-06
  1042    0.10217E+04    0.32758E+02    0.16965E-03   -0.76215E+02    0.49098E-08    0.68287E-06    0.56807E-06
  1043    0.10246E+04    0.32475E+02    0.16931E-03   -0.76743E+02    0.49005E-08    0.66204E-06    0.56453E-06
  1044    0.10277E+04    0.32188E+02    0.16896E-03   -0.77248E+02    0.48913E-08    0.64155E-06    0.56095E-06
  1045    0.10306E+04    0.31902E+02    0.16861E-03   -0.77730E+02    0.48820E-08    0.62139E-06    0.55732E-06
  1046    0.10337E+04    0.31613E+02    0.16826E-03   -0.78182E+02    0.48728E-08    0.60155E-06    0.55364E-06
  1047    0.10369E+04    0.31321E+02    0.16790E-03   -0.78617E+02    0.48636E-08    0.58205E-06    0.54991E-06
  1048    0.10399E+04    0.31029E+02    0.16753E-03   -0.79023E+02    0.48545E-08    0.56289E-06    0.54615E-06
  1049    0.10431E+04    0.30735E+02    0.16716E-03   -0.79399E+02    0.48453E-08    0.54406E-06    0.54233E-06
  1050    0.10463E+04    0.30439E+02    0.16678E-03   -0.79751E+02    0.48362E-08    0.52556E-06    0.53848E-06
  1051    0.10495E+04    0.30142E+02    0.16640E-03   -0.80081E+02    0.48271E-08    0.50740E-06    0.53458E-06
  1052    0.10527E+04    0.29843E+02    0.16601E-03   -0.80381E+02    0.48180E-08    0.48957E-06    0.53063E-06
  1053    0.10559E+04    0.29544E+02    0.16562E-03   -0.80659E+02    0.48090E-08    0.47207E-06    0.52665E-06
  1054    0.10591E+04    0.29244E+02    0.16522E-03   -0.80914E+02    0.47999E-08    0.45491E-06    0.52262E-06
  1055    0.10623E+04    0.28943E+02    0.16481E-03   -0.81139E+02    0.47909E-08    0.43807E-06    0.51855E-06
  1056    0.10656E+04    0.28642E+02    0.16440E-03   -0.81342E+02    0.47819E-08    0.42156E-06    0.51444E-06
  1057    0.10689E+04    0.28340E+02    0.16399E-03   -0.81516E+02    0.47730E-08    0.40537E-06    0.51029E-06
  1058    0.10723E+04    0.28038E+02    0.16357E-03   -0.81667E+02    0.47640E-08    0.38951E-06    0.50611E-06
  1059    0.10757E+04    0.27734E+02    0.16314E-03   -0.81789E+02    0.47551E-08    0.37397E-06    0.50188E-06
  1060    0.10790E+04    0.27431E+02    0.16271E-03   -0.81889E+02    0.47462E-08    0.35875E-06    0.49762E-06
  1061    0.10823E+04    0.27128E+02    0.16228E-03   -0.81960E+02    0.47373E-08    0.34385E-06    0.49332E-06
  1062    0.10857E+04    0.26825E+02    0.16184E-03   -0.82009E+02    0.47285E-08    0.32927E-06    0.48899E-06
  1063    0.10889E+04    0.26522E+02    0.16140E-03   -0.82028E+02    0.47197E-08    0.31500E-06    0.48462E-06
  1064    0.10922E+04    0.26219E+02    0.16095E-03   -0.82034E+02    0.47108E-08    0.30104E-06    0.48021E-06
  1065    0.10955E+04    0.25916E+02    0.16050E-03   -0.82010E+02    0.47021E-08    0.28739E-06    0.47577E-06
  1066    0.10987E+04    0.25613E+02    0.16005E-03   -0.81958E+02    0.46933E-08    0.27405E-06    0.47130E-06
  1067    0.11021E+04    0.25312E+02    0.15959E-03   -0.81877E+02    0.46845E-08    0.26103E-06    0.46680E-06
  1068    0.11053E+04    0.25010E+02    0.15914E-03   -0.81775E+02    0.46758E-08    0.24830E-06    0.46227E-06
  1069    0.11085E+04    0.24711E+02    0.15868E-03   -0.81658E+02    0.46671E-08    0.23588E-06    0.45770E-06
  1070    0.11118E+04    0.24411E+02    0.15821E-03   -0.81513E+02    0.46584E-08    0.22377E-06    0.45311E-06
  1071    0.11150E+04    0.24113E+02    0.15775E-03   -0.81340E+02    0.46498E-08    0.21195E-06    0.44849E-06
  1072    0.11181E+04    0.23815E+02    0.15728E-03   -0.81138E+02    0.46411E-08    0.20043E-06    0.44383E-06
  1073    0.11214E+04    0.23519E+02    0.15681E-03   -0.80916E+02    0.46325E-08    0.18921E-06    0.43915E-06
  1074    0.11245E+04    0.23225E+02    0.15633E-03   -0.80672E+02    0.46239E-08    0.17829E-06    0.43445E-06
  1075    0.11276E+04    0.22930E+02    0.15586E-03   -0.80408E+02    0.46153E-08    0.16766E-06    0.42971E-06
  1076    0.11306E+04    0.22639E+02    0.15538E-03   -0.80116E+02    0.46068E-08    0.15732E-06    0.42496E-06
  1077    0.11337E+04    0.22348E+02    0.15491E-03   -0.79810E+02    0.45982E-08    0.14728E-06    0.42017E-06
  1078    0.11367E+04    0.22060E+02    0.15443E-03   -0.79462E+02    0.45897E-08    0.13752E-06    0.41537E-06
  1079    0.11396E+04    0.21773E+02    0.15395E-03   -0.79108E+02    0.45812E-08    0.12804E-06    0.41054E-06
  1080    0.11426E+04    0.21488E+02    0.15347E-03   -0.78734E+02    0.45727E-08    0.11886E-06    0.40568E-06
  1081    0.11454E+04    0.21206E+02    0.15299E-03   -0.78332E+02    0.45643E-08    0.10995E-06    0.40081E-06
  1082    0.11482E+04    0.20926E+02    0.15251E-03   -0.77909E+02    0.45559E-08    0.10133E-06    0.39591E-06
  1083    0.11510E+04    0.20647E+02    0.15203E-03   -0.77467E+02    0.45475E-08    0.92988E-07    0.39099E-06
  1084    0.11537E+04    0.20372E+02    0.15155E-03   -0.77005E+02    0.45391E-08    0.84924E-07    0.38606E-06
  1085    0.11564E+04    0.20099E+02    0.15107E-03   -0.76515E+02    0.45307E-08    0.77136E-07    0.38110E-06
  1086    0.11591E+04    0.19828E+02    0.15059E-03   -0.76020E+02    0.45223E-08    0.69623E-07    0.37613E-06
  1087    0.11616E+04    0.19561E+02    0.15011E-03   -0.75483E+02    0.45140E-08    0.62383E-07    0.37114E-06
  1088    0.11641E+04    0.19295E+02    0.14963E-03   -0.74942E+02    0.45057E-08    0.55413E-07    0.36613E-06
  1089    0.11666E+04    0.19033E+02    0.14915E-03   -0.74373E+02    0.44974E-08    0.48713E-07    0.36111E-06
  1090    0.11690E+04    0.18774E+02    0.14868E-03   -0.73799E+02    0.44891E-08    0.42281E-07    0.35607E-06
  1091    0.11714E+04    0.18518E+02    0.14820E-03   -0.73192E+02    0.44809E-08    0.36115E-07    0.35101E-06
  1092    0.11737E+04    0.18264E+02    0.14773E-03   -0.72572E+02    0.44727E-08    0.30213E-07    0.34595E-06
  1093    0.11759E+04    0.18015E+02    0.14725E-03   -0.71932E+02    0.44645E-08    0.24573E-07    0.34087E-06
  1094    0.11780E+04    0.17768E+02    0.14678E-03   -0.71281E+02    0.44563E-08    0.19194E-07    0.33577E-06
  1095    0.11802E+04    0.17527E+02    0.14631E-03   -0.70619E+02    0.44481E-08    0.14075E-07    0.33067E-06
  1096    0.11822E+04    0.17287E+02    0.14585E-03   -0.69929E+02    0.44399E-08    0.92117E-08    0.32555E-06
  1097    0.11841E+04    0.17051E+02    0.14538E-03   -0.69221E+02    0.44318E-08    0.46044E-08    0.32043E-06
  1098    0.11860E+04    0.16820E+02    0.14492E-03   -0.68501E+02    0.44237E-08    0.25087E-09    0.31529E-06
  1099    0.11878E+04    0.16592E+02    0.14446E-03   -0.67770E+02    0.44156E-08   -0.38507E-08    0.31015E-06
  1100    0.11896E+04    0.16369E+02    0.14401E-03   -0.67020E+02    0.44075E-08   -0.77021E-08    0.30500E-06
  1101    0.11912E+04    0.16149E+02    0.14356E-03   -0.66257E+02    0.43995E-08   -0.11305E-07    0.29984E-06
  1102    0.11930E+04    0.15933E+02    0.14311E-03   -0.65477E+02    0.43915E-08   -0.14660E-07    0.29467E-06
  1103    0.11945E+04    0.15722E+02    0.14266E-03   -0.64686E+02    0.43834E-08   -0.17768E-07    0.28950E-06
  1104    0.11959E+04    0.15515E+02    0.14222E-03   -0.63879E+02    0.43754E-08   -0.20630E-07    0.28432E-06
  1105    0.11973E+04    0.15313E+02    0.14178E-03   -0.63061E+02    0.43675E-08   -0.23247E-07    0.27914E-06
  1106    0.11986E+04    0.15114E+02    0.14134E-03   -0.62230E+02    0.43595E-08   -0.25619E-07    0.27395E-06
  1107    0.11998E+04    0.14920E+02    0.14091E-03   -0.61386E+02    0.43516E-08   -0.27748E-07    0.26876E-06
  1108    0.12009E+04    0.14729E+02    0.14048E-03   -0.60531E+02    0.43437E-08   -0.29633E-07    0.26356E-06
  1109    0.12019E+04    0.14542E+02    0.14005E-03   -0.59664E+02    0.43358E-08   -0.31277E-07    0.25836E-06
  1110    0.12029E+04    0.14361E+02    0.13963E-03   -0.58787E+02    0.43279E-08   -0.32679E-07    0.25316E-06
  1111    0.12037E+04    0.14185E+02    0.13920E-03   -0.57899E+02    0.43200E-08   -0.33841E-07    0.24796E-06
  1112    0.12046E+04    0.14013E+02    0.13879E-03   -0.57001E+02    0.43122E-08   -0.34764E-07    0.24275E-06
  1113    0.12053E+04    0.13846E+02    0.13837E-03   -0.56092E+02    0.43044E-08   -0.35447E-07    0.23754E-06
  1114    0.12059E+04    0.13683E+02    0.13796E-03   -0.55176E+02    0.42966E-08   -0.35893E-07    0.23234E-06
  1115    0.12064E+04    0.13526E+02    0.13756E-03   -0.54250E+02    0.42888E-08   -0.36101E-07    0.22713E-06
  1116    0.12069E+04    0.13374E+02    0.13715E-03   -0.53316E+02    0.42810E-08   -0.36073E-07    0.22192E-06
  1117    0.12073E+04    0.13226E+02    0.13675E-03   -0.52375E+02    0.42733E-08   -0.35809E-07    0.21671E-06
  1118    0.12075E+04    0.13084E+02    0.13635E-03   -0.51425E+02    0.42655E-08   -0.35311E-07    0.21150E-06
  1119    0.12078E+04    0.12946E+02    0.13596E-03   -0.50468E+02    0.42578E-08   -0.34578E-07    0.20630E-06
  1120    0.12079E+04    0.12814E+02    0.13557E-03   -0.49505E+02    0.42501E-08   -0.33613E-07    0.20109E-06
  1121    0.12079E+04    0.12686E+02    0.13518E-03   -0.48535E+02    0.42424E-08   -0.32415E-07    0.19589E-06
  1122    0.12079E+04    0.12563E+02    0.13480E-03   -0.47560E+02    0.42348E-08   -0.30985E-07    0.19070E-06
  1123    0.12076E+04    0.12447E+02    0.13442E-03   -0.46580E+02    0.42272E-08   -0.29324E-07    0.18550E-06
  1124    0.12074E+04    0.12334E+02    0.13404E-03   -0.45594E+02    0.42195E-08   -0.27434E-07    0.18031E-06
  1125    0.12071E+04    0.12227E+02    0.13367E-03   -0.44604E+02    0.42119E-08   -0.25315E-07    0.17513E-06
  1126    0.12067E+04    0.12125E+02    0.13330E-03   -0.43610E+02    0.42044E-08   -0.22967E-07    0.16995E-06
  1127    0.12061E+04    0.12028E+02    0.13293E-03   -0.42613E+02    0.41968E-08   -0.20391E-07    0.16477E-06
  1128    0.12056E+04    0.11937E+02    0.13257E-03   -0.41614E+02    0.41892E-08   -0.17589E-07    0.15960E-06
  1129    0.12049E+04    0.11851E+02    0.13221E-03   -0.40611E+02    0.41817E-08   -0.14561E-07    0.15444E-06
  1130    0.12040E+04    0.11770E+02    0.13185E-03   -0.39606E+02    0.41742E-08   -0.11307E-07    0.14928E-06
  1131    0.12032E+04    0.11694E+02    0.13150E-03   -0.38601E+02    0.41667E-08   -0.78298E-08    0.14413E-06
  1132    0.12022E+04    0.11624E+02    0.13115E-03   -0.37594E+02    0.41592E-08   -0.41286E-08    0.13899E-06
  1133    0.12011E+04    0.11559E+02    0.13080E-03   -0.36587E+02    0.41518E-08   -0.20476E-09    0.13386E-06
  1134    0.12000E+04    0.11499E+02    0.13046E-03   -0.35579E+02    0.41443E-08    0.39410E-08    0.12874E-06
  1135    0.11988E+04    0.11444E+02    0.13012E-03   -0.34571E+02    0.41369E-08    0.83079E-08    0.12363E-06
  1136    0.11975E+04    0.11396E+02    0.12979E-03   -0.33566E+02    0.41295E-08    0.12895E-07    0.11852E-06
  1137    0.11961E+04    0.11351E+02    0.12945E-03   -0.32560E+02    0.41221E-08    0.17702E-07    0.11343E-06
  1138    0.11946E+04    0.11314E+02    0.12913E-03   -0.31557E+02    0.41148E-08    0.22727E-07    0.10835E-06
  1139    0.11931E+04    0.11280E+02    0.12880E-03   -0.30555E+02    0.41074E-08    0.27970E-07    0.10328E-06
  1140    0.11914E+04    0.11252E+02    0.12848E-03   -0.29556E+02    0.41001E-08    0.33431E-07    0.98217E-07
  1141    0.11896E+04    0.11229E+02    0.12816E-03   -0.28560E+02    0.40928E-08    0.39107E-07    0.93171E-07
  1142    0.11878E+04    0.11212E+02    0.12785E-03   -0.27568E+02    0.40855E-08    0.44999E-07    0.88137E-07
  1143    0.11859E+04    0.11199E+02    0.12754E-03   -0.26581E+02    0.40782E-08    0.51106E-07    0.83117E-07
  1144    0.11838E+04    0.11191E+02    0.12723E-03   -0.25598E+02    0.40709E-08    0.57427E-07    0.78110E-07
  1145    0.11817E+04    0.11190E+02    0.12693E-03   -0.24619E+02    0.40637E-08    0.63960E-07    0.73118E-07
  1146    0.11796E+04    0.11193E+02    0.12663E-03   -0.23647E+02    0.40564E-08    0.70706E-07    0.68141E-07
  1147    0.11773E+04    0.11202E+02    0.12634E-03   -0.22680E+02    0.40492E-08    0.77664E-07    0.63179E-07
  1148    0.11749E+04    0.11215E+02    0.12605E-03   -0.21719E+02    0.40420E-08    0.84832E-07    0.58233E-07
  1149    0.11726E+04    0.11234E+02    0.12576E-03   -0.20766E+02    0.40349E-08    0.92209E-07    0.53303E-07
  1150    0.11700E+04    0.11257E+02    0.12548E-03   -0.19819E+02    0.40277E-08    0.99796E-07    0.48390E-07
  1151    0.11675E+04    0.11286E+02    0.12520E-03   -0.18881E+02    0.40205E-08    0.10759E-06    0.43494E-07
  1152    0.11648E+04    0.11319E+02    0.12492E-03   -0.17950E+02    0.40134E-08    0.11559E-06    0.38615E-07
  1153    0.11621E+04    0.11358E+02    0.12465E-03   -0.17029E+02    0.40063E-08    0.12378E-06    0.33754E-07
  1154    0.11593E+04    0.11403E+02    0.12438E-03   -0.16115E+02    0.39992E-08    0.13216E-06    0.28912E-07
  1155    0.11565E+04    0.11451E+02    0.12411E-03   -0.15210E+02    0.39921E-08    0.14072E-06    0.24087E-07
  1156    0.11535E+04    0.11504E+02    0.12385E-03   -0.14316E+02    0.39851E-08    0.14947E-06    0.19280E-07
  1157    0.11504E+04    0.11562E+02    0.12359E-03   -0.13431E+02    0.39780E-08    0.15838E-06    0.14492E-07
  1158    0.11474E+04    0.11626E+02    0.12333E-03   -0.12556E+02    0.39710E-08    0.16746E-06    0.97233E-08
  1159    0.11443E+04    0.11693E+02    0.12308E-03   -0.11691E+02    0.39640E-08    0.17669E-06    0.49732E-08
  1160    0.11409E+04    0.11766E+02    0.12283E-03   -0.10839E+02    0.39570E-08    0.18608E-06    0.24213E-09
  1161    0.11377E+04    0.11843E+02    0.12258E-03   -0.99965E+01    0.39500E-08    0.19562E-06   -0.44695E-08
  1162    0.11343E+04    0.11925E+02    0.12233E-03   -0.91661E+01    0.39430E-08    0.20529E-06   -0.91616E-08
  1163    0.11308E+04    0.12012E+02    0.12209E-03   -0.83477E+01    0.39361E-08    0.21510E-06   -0.13834E-07
  1164    0.11274E+04    0.12103E+02    0.12184E-03   -0.75412E+01    0.39292E-08    0.22504E-06   -0.18486E-07
  1165    0.11238E+04    0.12198E+02    0.12160E-03   -0.67467E+01    0.39223E-08    0.23509E-06   -0.23118E-07
  1166    0.11201E+04    0.12298E+02    0.12137E-03   -0.59654E+01    0.39154E-08    0.24527E-06   -0.27730E-07
  1167    0.11165E+04    0.12402E+02    0.12113E-03   -0.51973E+01    0.39085E-08    0.25555E-06   -0.32321E-07
  1168    0.11127E+04    0.12511E+02    0.12089E-03   -0.44417E+01    0.39016E-08    0.26593E-06   -0.36891E-07
  1169    0.11089E+04    0.12623E+02    0.12066E-03   -0.37013E+01    0.38948E-08    0.27641E-06   -0.41440E-07
  1170    0.11051E+04    0.12740E+02    0.12043E-03   -0.29733E+01    0.38879E-08    0.28698E-06   -0.45968E-07
  1171    0.11011E+04    0.12861E+02    0.12020E-03   -0.22604E+01    0.38811E-08    0.29764E-06   -0.50474E-07
  1172    0.10972E+04    0.12986E+02    0.11997E-03   -0.15620E+01    0.38743E-08    0.30837E-06   -0.54959E-07
  1173    0.10932E+04    0.13115E+02    0.11974E-03   -0.87779E+00    0.38675E-08    0.31917E-06   -0.59422E-07
  1174    0.10891E+04    0.13247E+02    0.11952E-03   -0.20897E+00    0.38607E-08    0.33004E-06   -0.63863E-07
  1175    0.10850E+04    0.13383E+02    0.11929E-03    0.44462E+00    0.38540E-08    0.34097E-06   -0.68281E-07
  1176    0.10807E+04    0.13522E+02    0.11906E-03    0.10823E+01    0.38473E-08    0.35195E-06   -0.72677E-07
  1177    0.10765E+04    0.13667E+02    0.11884E-03    0.17047E+01    0.38405E-08    0.36298E-06   -0.77050E-07
  1178    0.10722E+04    0.13813E+02    0.11861E-03    0.23110E+01    0.38338E-08    0.37405E-06   -0.81400E-07
  1179    0.10679E+04    0.13965E+02    0.11839E-03    0.29012E+01    0.38271E-08    0.38515E-06   -0.85727E-07
  1180    0.10636E+04    0.14120E+02    0.11817E-03    0.34751E+01    0.38205E-08    0.39628E-06   -0.90031E-07
  1181    0.10592E+04    0.14277E+02    0.11794E-03    0.40323E+01    0.38138E-08    0.40743E-06   -0.94311E-07
  1182    0.10547E+04    0.14438E+02    0.11772E-03    0.45727E+01    0.38071E-08    0.41860E-06   -0.98568E-07
  1183    0.10502E+04    0.14602E+02    0.11749E-03    0.50962E+01    0.38005E-08    0.42978E-06   -0.10280E-06
  1184    0.10457E+04    0.14768E+02    0.11727E-03    0.56025E+01    0.37939E-08    0.44096E-06   -0.10701E-06
  1185    0.10411E+04    0.14938E+02    0.11704E-03    0.60916E+01    0.37873E-08    0.45214E-06   -0.11119E-06
  1186    0.10365E+04    0.15111E+02    0.11682E-03    0.65630E+01    0.37807E-08    0.46331E-06   -0.11535E-06
  1187    0.10320E+04    0.15287E+02    0.11659E-03    0.70167E+01    0.37741E-08    0.47446E-06   -0.11949E-06
  1188    0.10273E+04    0.15464E+02    0.11637E-03    0.74525E+01    0.37676E-08    0.48560E-06   -0.12359E-06
  1189    0.10226E+04    0.15645E+02    0.11614E-03    0.78704E+01    0.37610E-08    0.49670E-06   -0.12768E-06
  1190    0.10179E+04    0.15828E+02    0.11591E-03    0.82701E+01    0.37545E-08    0.50777E-06   -0.13174E-06
  1191    0.10132E+04    0.16014E+02    0.11568E-03    0.86517E+01    0.37480E-08    0.51880E-06   -0.13577E-06
  1192    0.10084E+04    0.16202E+02    0.11545E-03    0.90148E+01    0.37415E-08    0.52978E-06   -0.13978E-06
  1193    0.10037E+04    0.16392E+02    0.11522E-03    0.93596E+01    0.37350E-08    0.54072E-06   -0.14376E-06
  1194    0.99888E+03    0.16584E+02    0.11498E-03    0.96859E+01    0.37286E-08    0.55159E-06   -0.14771E-06
  1195    0.99412E+03    0.16778E+02    0.11475E-03    0.99936E+01    0.37221E-08    0.56240E-06   -0.15164E-06
  1196    0.98923E+03    0.16975E+02    0.11451E-03    0.10282E+02    0.37157E-08    0.57313E-06   -0.15554E-06
  1197    0.98443E+03    0.17172E+02    0.11427E-03    0.10552E+02    0.37093E-08    0.58379E-06   -0.15942E-06
  1198    0.97957E+03    0.17372E+02    0.11403E-03    0.10803E+02    0.37029E-08    0.59437E-06   -0.16326E-06
  1199    0.97472E+03    0.17573E+02    0.11379E-03    0.11035E+02    0.36965E-08    0.60485E-06   -0.16708E-06
  1200    0.96982E+03    0.17776E+02    0.11354E-03    0.11248E+02    0.36901E-08    0.61524E-06   -0.17088E-06
  1201    0.96501E+03    0.17979E+02    0.11330E-03    0.11442E+02    0.36837E-08    0.62553E-06   -0.17464E-06
  1202    0.96006E+03    0.18185E+02    0.11305E-03    0.11617E+02    0.36774E-08    0.63571E-06   -0.17838E-06
  1203    0.95521E+03    0.18392E+02    0.11279E-03    0.11772E+02    0.36710E-08    0.64578E-06   -0.18208E-06
  1204    0.95029E+03    0.18600E+02    0.11254E-03    0.11908E+02    0.36647E-08    0.65574E-06   -0.18576E-06
  1205    0.94540E+03    0.18808E+02    0.11228E-03    0.12025E+02    0.36584E-08    0.66558E-06   -0.18941E-06
  1206    0.94052E+03    0.19017E+02    0.11202E-03    0.12123E+02    0.36521E-08    0.67529E-06   -0.19303E-06
  1207    0.93572E+03    0.19228E+02    0.11176E-03    0.12201E+02    0.36459E-08    0.68488E-06   -0.19661E-06
  1208    0.93087E+03    0.19439E+02    0.11150E-03    0.12261E+02    0.36396E-08    0.69434E-06   -0.20016E-06
  1209    0.92596E+03    0.19650E+02    0.11124E-03    0.12302E+02    0.36333E-08    0.70366E-06   -0.20368E-06
  1210    0.92114E+03    0.19862E+02    0.11097E-03    0.12323E+02    0.36271E-08    0.71284E-06   -0.20717E-06
  1211    0.91626E+03    0.20076E+02    0.11070E-03    0.12324E+02    0.36209E-08    0.72189E-06   -0.21063E-06
  1212    0.91147E+03    0.20289E+02    0.11043E-03    0.12308E+02    0.36147E-08    0.73078E-06   -0.21404E-06
  1213    0.90662E+03    0.20501E+02    0.11016E-03    0.12273E+02    0.36085E-08    0.73952E-06   -0.21743E-06
  1214    0.90186E+03    0.20716E+02    0.10989E-03    0.12218E+02    0.36023E-08    0.74811E-06   -0.22077E-06
  1215    0.89711E+03    0.20929E+02    0.10962E-03    0.12145E+02    0.35962E-08    0.75654E-06   -0.22409E-06
  1216    0.89238E+03    0.21143E+02    0.10934E-03    0.12053E+02    0.35900E-08    0.76481E-06   -0.22736E-06
  1217    0.88751E+03    0.21356E+02    0.10907E-03    0.11942E+02    0.35839E-08    0.77291E-06   -0.23060E-06
  1218    0.88281E+03    0.21571E+02    0.10879E-03    0.11813E+02    0.35777E-08    0.78083E-06   -0.23380E-06
  1219    0.87804E+03    0.21783E+02    0.10851E-03    0.11666E+02    0.35716E-08    0.78859E-06   -0.23696E-06
  1220    0.87336E+03    0.21996E+02    0.10823E-03    0.11500E+02    0.35655E-08    0.79616E-06   -0.24008E-06
  1221    0.86870E+03    0.22208E+02    0.10795E-03    0.11317E+02    0.35595E-08    0.80355E-06   -0.24316E-06
  1222    0.86405E+03    0.22420E+02    0.10766E-03    0.11114E+02    0.35534E-08    0.81075E-06   -0.24620E-06
  1223    0.85941E+03    0.22631E+02    0.10738E-03    0.10895E+02    0.35473E-08    0.81776E-06   -0.24919E-06
  1224    0.85478E+03    0.22840E+02    0.10709E-03    0.10657E+02    0.35413E-08    0.82457E-06   -0.25215E-06
  1225    0.85025E+03    0.23050E+02    0.10681E-03    0.10401E+02    0.35353E-08    0.83119E-06   -0.25507E-06
  1226    0.84572E+03    0.23258E+02    0.10652E-03    0.10128E+02    0.35293E-08    0.83760E-06   -0.25794E-06
  1227    0.84128E+03    0.23465E+02    0.10624E-03    0.98380E+01    0.35233E-08    0.84380E-06   -0.26076E-06
  1228    0.83678E+03    0.23672E+02    0.10595E-03    0.95311E+01    0.35173E-08    0.84979E-06   -0.26355E-06
  1229    0.83237E+03    0.23876E+02    0.10566E-03    0.92064E+01    0.35113E-08    0.85557E-06   -0.26628E-06
  1230    0.82782E+03    0.24080E+02    0.10537E-03    0.88662E+01    0.35053E-08    0.86112E-06   -0.26898E-06
  1231    0.82343E+03    0.24282E+02    0.10508E-03    0.85089E+01    0.34994E-08    0.86645E-06   -0.27162E-06
