#    L    TT             EE             BB             TE             PP             TP             EP          
  1989    0.21975E+03    0.82897E+01    0.00000E+00   -0.20844E+02    0.11166E-08   -0.20066E-05    0.70397E-07
  1990    0.22000E+03    0.82186E+01    0.00000E+00   -0.20811E+02    0.11150E-08   -0.20859E-05    0.73135E-07
  1991    0.22022E+03    0.81463E+01    0.00000E+00   -0.20773E+02    0.11135E-08   -0.21611E-05    0.75636E-07
  1992    0.22044E+03    0.80751E+01    0.00000E+00   -0.20731E+02    0.11119E-08   -0.22321E-05    0.77889E-07
  1993    0.22067E+03    0.80043E+01    0.00000E+00   -0.20686E+02    0.11104E-08   -0.22988E-05    0.79887E-07
  1994    0.22089E+03    0.79324E+01    0.00000E+00   -0.20637E+02    0.11088E-08   -0.23609E-05    0.81620E-07
  1995    0.22112E+03    0.78609E+01    0.00000E+00   -0.20584E+02    0.11073E-08   -0.24182E-05    0.83077E-07
  1996    0.22132E+03    0.77890E+01    0.00000E+00   -0.20527E+02    0.11057E-08   -0.24707E-05    0.84251E-07
  1997    0.22153E+03    0.77175E+01    0.00000E+00   -0.20465E+02    0.11042E-08   -0.25180E-05    0.85132E-07
  1998    0.22173E+03    0.76471E+01    0.00000E+00   -0.20400E+02    0.11026E-08   -0.25601E-05    0.85710E-07
  1999    0.22193E+03    0.75756E+01    0.00000E+00   -0.20333E+02    0.11011E-08   -0.25967E-05    0.85977E-07
  2000    0.22211E+03    0.75052E+01    0.00000E+00   -0.20260E+02    0.10996E-08   -0.26277E-05    0.85923E-07
  2001    0.22230E+03    0.74353E+01    0.00000E+00   -0.20184E+02    0.10980E-08   -0.26529E-05    0.85542E-07
  2002    0.22247E+03    0.73649E+01    0.00000E+00   -0.20105E+02    0.10965E-08   -0.26725E-05    0.84845E-07
  2003    0.22264E+03    0.72950E+01    0.00000E+00   -0.20022E+02    0.10950E-08   -0.26866E-05    0.83846E-07
  2004    0.22281E+03    0.72254E+01    0.00000E+00   -0.19935E+02    0.10934E-08   -0.26955E-05    0.82558E-07
  2005    0.22296E+03    0.71554E+01    0.00000E+00   -0.19845E+02    0.10919E-08   -0.26993E-05    0.80997E-07
  2006    0.22311E+03    0.70873E+01    0.00000E+00   -0.19752E+02    0.10904E-08   -0.26982E-05    0.79175E-07
  2007    0.22325E+03    0.70181E+01    0.00000E+00   -0.19654E+02    0.10888E-08   -0.26924E-05    0.77108E-07
  2008    0.22339E+03    0.69492E+01    0.00000E+00   -0.19554E+02    0.10873E-08   -0.26821E-05    0.74808E-07
  2009    0.22351E+03    0.68815E+01    0.00000E+00   -0.19449E+02    0.10858E-08   -0.26675E-05    0.72291E-07
  2010    0.22362E+03    0.68140E+01    0.00000E+00   -0.19342E+02    0.10843E-08   -0.26487E-05    0.69569E-07
  2011    0.22374E+03    0.67462E+01    0.00000E+00   -0.19232E+02    0.10828E-08   -0.26260E-05    0.66658E-07
  2012    0.22384E+03    0.66795E+01    0.00000E+00   -0.19118E+02    0.10813E-08   -0.25996E-05    0.63572E-07
  2013    0.22392E+03    0.66123E+01    0.00000E+00   -0.19001E+02    0.10798E-08   -0.25695E-05    0.60323E-07
  2014    0.22401E+03    0.65470E+01    0.00000E+00   -0.18880E+02    0.10782E-08   -0.25361E-05    0.56927E-07
  2015    0.22409E+03    0.64812E+01    0.00000E+00   -0.18758E+02    0.10767E-08   -0.24994E-05    0.53397E-07
  2016    0.22417E+03    0.64165E+01    0.00000E+00   -0.18631E+02    0.10752E-08   -0.24598E-05    0.49748E-07
  2017    0.22422E+03    0.63521E+01    0.00000E+00   -0.18502E+02    0.10737E-08   -0.24173E-05    0.45993E-07
  2018    0.22427E+03    0.62882E+01    0.00000E+00   -0.18370E+02    0.10722E-08   -0.23722E-05    0.42147E-07
  2019    0.22430E+03    0.62248E+01    0.00000E+00   -0.18234E+02    0.10707E-08   -0.23247E-05    0.38223E-07
  2020    0.22434E+03    0.61618E+01    0.00000E+00   -0.18096E+02    0.10693E-08   -0.22748E-05    0.34236E-07
  2021    0.22436E+03    0.60998E+01    0.00000E+00   -0.17955E+02    0.10678E-08   -0.22229E-05    0.30200E-07
  2022    0.22437E+03    0.60383E+01    0.00000E+00   -0.17811E+02    0.10663E-08   -0.21691E-05    0.26128E-07
  2023    0.22437E+03    0.59773E+01    0.00000E+00   -0.17665E+02    0.10648E-08   -0.21137E-05    0.22036E-07
  2024    0.22436E+03    0.59169E+01    0.00000E+00   -0.17516E+02    0.10633E-08   -0.20566E-05    0.17936E-07
  2025    0.22434E+03    0.58572E+01    0.00000E+00   -0.17365E+02    0.10618E-08   -0.19983E-05    0.13843E-07
  2026    0.22431E+03    0.57982E+01    0.00000E+00   -0.17211E+02    0.10603E-08   -0.19388E-05    0.97706E-08
  2027    0.22428E+03    0.57399E+01    0.00000E+00   -0.17054E+02    0.10589E-08   -0.18784E-05    0.57335E-08
  2028    0.22422E+03    0.56823E+01    0.00000E+00   -0.16895E+02    0.10574E-08   -0.18172E-05    0.17454E-08
  2029    0.22417E+03    0.56253E+01    0.00000E+00   -0.16734E+02    0.10559E-08   -0.17554E-05   -0.21795E-08
  2030    0.22409E+03    0.55691E+01    0.00000E+00   -0.16571E+02    0.10544E-08   -0.16933E-05   -0.60274E-08
  2031    0.22401E+03    0.55136E+01    0.00000E+00   -0.16406E+02    0.10530E-08   -0.16309E-05   -0.97840E-08
  2032    0.22392E+03    0.54589E+01    0.00000E+00   -0.16238E+02    0.10515E-08   -0.15685E-05   -0.13435E-07
  2033    0.22381E+03    0.54050E+01    0.00000E+00   -0.16069E+02    0.10500E-08   -0.15063E-05   -0.16968E-07
  2034    0.22371E+03    0.53519E+01    0.00000E+00   -0.15897E+02    0.10486E-08   -0.14444E-05   -0.20366E-07
  2035    0.22358E+03    0.52996E+01    0.00000E+00   -0.15724E+02    0.10471E-08   -0.13831E-05   -0.23618E-07
  2036    0.22344E+03    0.52480E+01    0.00000E+00   -0.15549E+02    0.10456E-08   -0.13225E-05   -0.26708E-07
  2037    0.22330E+03    0.51974E+01    0.00000E+00   -0.15372E+02    0.10442E-08   -0.12628E-05   -0.29622E-07
  2038    0.22313E+03    0.51475E+01    0.00000E+00   -0.15193E+02    0.10427E-08   -0.12042E-05   -0.32347E-07
  2039    0.22296E+03    0.50986E+01    0.00000E+00   -0.15012E+02    0.10413E-08   -0.11470E-05   -0.34868E-07
  2040    0.22279E+03    0.50505E+01    0.00000E+00   -0.14831E+02    0.10398E-08   -0.10912E-05   -0.37172E-07
  2041    0.22259E+03    0.50032E+01    0.00000E+00   -0.14647E+02    0.10384E-08   -0.10370E-05   -0.39244E-07
  2042    0.22239E+03    0.49568E+01    0.00000E+00   -0.14463E+02    0.10369E-08   -0.98478E-06   -0.41070E-07
  2043    0.22217E+03    0.49114E+01    0.00000E+00   -0.14277E+02    0.10355E-08   -0.93454E-06   -0.42637E-07
  2044    0.22196E+03    0.48668E+01    0.00000E+00   -0.14090E+02    0.10340E-08   -0.88654E-06   -0.43930E-07
  2045    0.22172E+03    0.48232E+01    0.00000E+00   -0.13902E+02    0.10326E-08   -0.84096E-06   -0.44935E-07
  2046    0.22148E+03    0.47805E+01    0.00000E+00   -0.13713E+02    0.10312E-08   -0.79798E-06   -0.45637E-07
  2047    0.22122E+03    0.47387E+01    0.00000E+00   -0.13523E+02    0.10297E-08   -0.75778E-06   -0.46024E-07
  2048    0.22095E+03    0.46978E+01    0.00000E+00   -0.13331E+02    0.10283E-08   -0.72057E-06   -0.46081E-07
  2049    0.22067E+03    0.46580E+01    0.00000E+00   -0.13140E+02    0.10269E-08   -0.68652E-06   -0.45794E-07
  2050    0.22037E+03    0.46191E+01    0.00000E+00   -0.12947E+02    0.10254E-08   -0.65582E-06   -0.45149E-07
  2051    0.22006E+03    0.45812E+01    0.00000E+00   -0.12754E+02    0.10240E-08   -0.62861E-06   -0.44136E-07
  2052    0.21975E+03    0.45443E+01    0.00000E+00   -0.12560E+02    0.10226E-08   -0.60482E-06   -0.42767E-07
  2053    0.21942E+03    0.45083E+01    0.00000E+00   -0.12365E+02    0.10211E-08   -0.58433E-06   -0.41056E-07
  2054    0.21908E+03    0.44734E+01    0.00000E+00   -0.12171E+02    0.10197E-08   -0.56701E-06   -0.39019E-07
  2055    0.21872E+03    0.44394E+01    0.00000E+00   -0.11976E+02    0.10183E-08   -0.55274E-06   -0.36671E-07
  2056    0.21836E+03    0.44064E+01    0.00000E+00   -0.11781E+02    0.10169E-08   -0.54140E-06   -0.34027E-07
  2057    0.21799E+03    0.43745E+01    0.00000E+00   -0.11584E+02    0.10155E-08   -0.53286E-06   -0.31103E-07
  2058    0.21760E+03    0.43436E+01    0.00000E+00   -0.11389E+02    0.10141E-08   -0.52702E-06   -0.27914E-07
  2059    0.21721E+03    0.43137E+01    0.00000E+00   -0.11193E+02    0.10126E-08   -0.52374E-06   -0.24475E-07
  2060    0.21681E+03    0.42846E+01    0.00000E+00   -0.10996E+02    0.10112E-08   -0.52290E-06   -0.20801E-07
  2061    0.21639E+03    0.42567E+01    0.00000E+00   -0.10800E+02    0.10098E-08   -0.52438E-06   -0.16909E-07
  2062    0.21596E+03    0.42298E+01    0.00000E+00   -0.10604E+02    0.10084E-08   -0.52806E-06   -0.12813E-07
  2063    0.21553E+03    0.42040E+01    0.00000E+00   -0.10407E+02    0.10070E-08   -0.53382E-06   -0.85283E-08
  2064    0.21507E+03    0.41791E+01    0.00000E+00   -0.10211E+02    0.10056E-08   -0.54154E-06   -0.40704E-08
  2065    0.21460E+03    0.41553E+01    0.00000E+00   -0.10015E+02    0.10042E-08   -0.55108E-06    0.54523E-09
  2066    0.21414E+03    0.41326E+01    0.00000E+00   -0.98204E+01    0.10028E-08   -0.56234E-06    0.53035E-08
  2067    0.21365E+03    0.41108E+01    0.00000E+00   -0.96253E+01    0.10014E-08   -0.57519E-06    0.10189E-07
  2068    0.21315E+03    0.40900E+01    0.00000E+00   -0.94312E+01    0.10000E-08   -0.58951E-06    0.15186E-07
  2069    0.21265E+03    0.40703E+01    0.00000E+00   -0.92366E+01    0.99863E-09   -0.60517E-06    0.20281E-07
  2070    0.21213E+03    0.40516E+01    0.00000E+00   -0.90439E+01    0.99724E-09   -0.62206E-06    0.25456E-07
  2071    0.21160E+03    0.40339E+01    0.00000E+00   -0.88514E+01    0.99585E-09   -0.64005E-06    0.30697E-07
  2072    0.21107E+03    0.40173E+01    0.00000E+00   -0.86592E+01    0.99447E-09   -0.65902E-06    0.35990E-07
  2073    0.21052E+03    0.40016E+01    0.00000E+00   -0.84681E+01    0.99308E-09   -0.67884E-06    0.41317E-07
  2074    0.20997E+03    0.39870E+01    0.00000E+00   -0.82780E+01    0.99170E-09   -0.69941E-06    0.46665E-07
  2075    0.20940E+03    0.39733E+01    0.00000E+00   -0.80881E+01    0.99032E-09   -0.72059E-06    0.52017E-07
  2076    0.20882E+03    0.39606E+01    0.00000E+00   -0.78993E+01    0.98894E-09   -0.74226E-06    0.57359E-07
  2077    0.20824E+03    0.39490E+01    0.00000E+00   -0.77122E+01    0.98757E-09   -0.76430E-06    0.62676E-07
  2078    0.20764E+03    0.39384E+01    0.00000E+00   -0.75254E+01    0.98619E-09   -0.78660E-06    0.67951E-07
  2079    0.20702E+03    0.39288E+01    0.00000E+00   -0.73403E+01    0.98482E-09   -0.80902E-06    0.73169E-07
  2080    0.20641E+03    0.39201E+01    0.00000E+00   -0.71555E+01    0.98345E-09   -0.83145E-06    0.78316E-07
  2081    0.20578E+03    0.39125E+01    0.00000E+00   -0.69731E+01    0.98208E-09   -0.85376E-06    0.83376E-07
  2082    0.20515E+03    0.39058E+01    0.00000E+00   -0.67910E+01    0.98071E-09   -0.87583E-06    0.88334E-07
  2083    0.20451E+03    0.39001E+01    0.00000E+00   -0.66121E+01    0.97935E-09   -0.89754E-06    0.93174E-07
  2084    0.20385E+03    0.38954E+01    0.00000E+00   -0.64334E+01    0.97798E-09   -0.91877E-06    0.97881E-07
  2085    0.20320E+03    0.38916E+01    0.00000E+00   -0.62556E+01    0.97662E-09   -0.93940E-06    0.10244E-06
  2086    0.20253E+03    0.38888E+01    0.00000E+00   -0.60796E+01    0.97526E-09   -0.95930E-06    0.10683E-06
  2087    0.20185E+03    0.38869E+01    0.00000E+00   -0.59060E+01    0.97391E-09   -0.97835E-06    0.11105E-06
  2088    0.20116E+03    0.38860E+01    0.00000E+00   -0.57341E+01    0.97255E-09   -0.99644E-06    0.11507E-06
  2089    0.20047E+03    0.38860E+01    0.00000E+00   -0.55631E+01    0.97120E-09   -0.10134E-05    0.11889E-06
  2090    0.19977E+03    0.38868E+01    0.00000E+00   -0.53946E+01    0.96984E-09   -0.10292E-05    0.12247E-06
  2091    0.19907E+03    0.38887E+01    0.00000E+00   -0.52277E+01    0.96849E-09   -0.10437E-05    0.12582E-06
  2092    0.19835E+03    0.38913E+01    0.00000E+00   -0.50633E+01    0.96715E-09   -0.10566E-05    0.12891E-06
  2093    0.19762E+03    0.38949E+01    0.00000E+00   -0.48990E+01    0.96580E-09   -0.10681E-05    0.13173E-06
  2094    0.19689E+03    0.38993E+01    0.00000E+00   -0.47379E+01    0.96445E-09   -0.10778E-05    0.13427E-06
  2095    0.19615E+03    0.39046E+01    0.00000E+00   -0.45792E+01    0.96311E-09   -0.10857E-05    0.13650E-06
  2096    0.19541E+03    0.39109E+01    0.00000E+00   -0.44230E+01    0.96177E-09   -0.10916E-05    0.13842E-06
  2097    0.19465E+03    0.39178E+01    0.00000E+00   -0.42683E+01    0.96043E-09   -0.10955E-05    0.14001E-06
  2098    0.19390E+03    0.39257E+01    0.00000E+00   -0.41165E+01    0.95909E-09   -0.10972E-05    0.14125E-06
  2099    0.19314E+03    0.39343E+01    0.00000E+00   -0.39658E+01    0.95776E-09   -0.10966E-05    0.14212E-06
  2100    0.19237E+03    0.39439E+01    0.00000E+00   -0.38186E+01    0.95642E-09   -0.10935E-05    0.14262E-06
  2101    0.19159E+03    0.39541E+01    0.00000E+00   -0.36733E+01    0.95509E-09   -0.10879E-05    0.14273E-06
  2102    0.19081E+03    0.39652E+01    0.00000E+00   -0.35305E+01    0.95376E-09   -0.10799E-05    0.14246E-06
  2103    0.19002E+03    0.39770E+01    0.00000E+00   -0.33901E+01    0.95243E-09   -0.10696E-05    0.14182E-06
  2104    0.18924E+03    0.39896E+01    0.00000E+00   -0.32522E+01    0.95111E-09   -0.10570E-05    0.14084E-06
  2105    0.18843E+03    0.40028E+01    0.00000E+00   -0.31168E+01    0.94978E-09   -0.10423E-05    0.13951E-06
  2106    0.18763E+03    0.40169E+01    0.00000E+00   -0.29839E+01    0.94846E-09   -0.10255E-05    0.13786E-06
  2107    0.18682E+03    0.40317E+01    0.00000E+00   -0.28536E+01    0.94714E-09   -0.10069E-05    0.13589E-06
  2108    0.18601E+03    0.40471E+01    0.00000E+00   -0.27259E+01    0.94582E-09   -0.98644E-06    0.13363E-06
  2109    0.18520E+03    0.40633E+01    0.00000E+00   -0.26007E+01    0.94450E-09   -0.96427E-06    0.13108E-06
  2110    0.18438E+03    0.40802E+01    0.00000E+00   -0.24781E+01    0.94318E-09   -0.94051E-06    0.12826E-06
  2111    0.18355E+03    0.40976E+01    0.00000E+00   -0.23582E+01    0.94187E-09   -0.91526E-06    0.12519E-06
  2112    0.18272E+03    0.41158E+01    0.00000E+00   -0.22409E+01    0.94056E-09   -0.88863E-06    0.12187E-06
  2113    0.18189E+03    0.41345E+01    0.00000E+00   -0.21264E+01    0.93925E-09   -0.86071E-06    0.11832E-06
  2114    0.18106E+03    0.41538E+01    0.00000E+00   -0.20146E+01    0.93794E-09   -0.83163E-06    0.11456E-06
  2115    0.18022E+03    0.41739E+01    0.00000E+00   -0.19054E+01    0.93663E-09   -0.80148E-06    0.11059E-06
  2116    0.17938E+03    0.41946E+01    0.00000E+00   -0.17989E+01    0.93533E-09   -0.77037E-06    0.10643E-06
  2117    0.17854E+03    0.42161E+01    0.00000E+00   -0.16954E+01    0.93402E-09   -0.73841E-06    0.10209E-06
  2118    0.17769E+03    0.42378E+01    0.00000E+00   -0.15945E+01    0.93272E-09   -0.70571E-06    0.97599E-07
  2119    0.17684E+03    0.42602E+01    0.00000E+00   -0.14964E+01    0.93142E-09   -0.67236E-06    0.92954E-07
  2120    0.17598E+03    0.42830E+01    0.00000E+00   -0.14010E+01    0.93013E-09   -0.63848E-06    0.88173E-07
  2121    0.17513E+03    0.43065E+01    0.00000E+00   -0.13085E+01    0.92883E-09   -0.60417E-06    0.83272E-07
  2122    0.17427E+03    0.43304E+01    0.00000E+00   -0.12188E+01    0.92754E-09   -0.56954E-06    0.78262E-07
  2123    0.17341E+03    0.43547E+01    0.00000E+00   -0.11319E+01    0.92625E-09   -0.53469E-06    0.73158E-07
  2124    0.17256E+03    0.43795E+01    0.00000E+00   -0.10478E+01    0.92496E-09   -0.49974E-06    0.67973E-07
  2125    0.17170E+03    0.44049E+01    0.00000E+00   -0.96644E+00    0.92367E-09   -0.46479E-06    0.62721E-07
  2126    0.17084E+03    0.44304E+01    0.00000E+00   -0.88797E+00    0.92238E-09   -0.42993E-06    0.57415E-07
  2127    0.16997E+03    0.44566E+01    0.00000E+00   -0.81241E+00    0.92110E-09   -0.39529E-06    0.52069E-07
  2128    0.16912E+03    0.44831E+01    0.00000E+00   -0.73958E+00    0.91982E-09   -0.36097E-06    0.46697E-07
  2129    0.16825E+03    0.45099E+01    0.00000E+00   -0.66961E+00    0.91854E-09   -0.32706E-06    0.41311E-07
  2130    0.16739E+03    0.45371E+01    0.00000E+00   -0.60247E+00    0.91726E-09   -0.29369E-06    0.35927E-07
  2131    0.16652E+03    0.45648E+01    0.00000E+00   -0.53821E+00    0.91599E-09   -0.26095E-06    0.30556E-07
  2132    0.16566E+03    0.45927E+01    0.00000E+00   -0.47665E+00    0.91471E-09   -0.22895E-06    0.25214E-07
  2133    0.16480E+03    0.46209E+01    0.00000E+00   -0.41808E+00    0.91344E-09   -0.19780E-06    0.19913E-07
  2134    0.16394E+03    0.46494E+01    0.00000E+00   -0.36231E+00    0.91217E-09   -0.16761E-06    0.14667E-07
  2135    0.16308E+03    0.46782E+01    0.00000E+00   -0.30918E+00    0.91090E-09   -0.13847E-06    0.94890E-08
  2136    0.16222E+03    0.47071E+01    0.00000E+00   -0.25910E+00    0.90964E-09   -0.11050E-06    0.43935E-08
  2137    0.16136E+03    0.47364E+01    0.00000E+00   -0.21167E+00    0.90838E-09   -0.83810E-07   -0.60623E-09
  2138    0.16050E+03    0.47659E+01    0.00000E+00   -0.16710E+00    0.90711E-09   -0.58493E-07   -0.54966E-08
  2139    0.15965E+03    0.47955E+01    0.00000E+00   -0.12529E+00    0.90585E-09   -0.34663E-07   -0.10264E-07
  2140    0.15879E+03    0.48253E+01    0.00000E+00   -0.86208E-01    0.90460E-09   -0.12424E-07   -0.14895E-07
  2141    0.15795E+03    0.48551E+01    0.00000E+00   -0.49981E-01    0.90334E-09    0.81174E-08   -0.19376E-07
  2142    0.15709E+03    0.48852E+01    0.00000E+00   -0.16436E-01    0.90209E-09    0.26854E-07   -0.23694E-07
  2143    0.15624E+03    0.49153E+01    0.00000E+00    0.14304E-01    0.90084E-09    0.43680E-07   -0.27834E-07
  2144    0.15539E+03    0.49455E+01    0.00000E+00    0.42486E-01    0.89959E-09    0.58490E-07   -0.31783E-07
  2145    0.15455E+03    0.49759E+01    0.00000E+00    0.67764E-01    0.89834E-09    0.71176E-07   -0.35528E-07
  2146    0.15370E+03    0.50062E+01    0.00000E+00    0.90505E-01    0.89710E-09    0.81632E-07   -0.39055E-07
  2147    0.15286E+03    0.50365E+01    0.00000E+00    0.11054E+00    0.89586E-09    0.89753E-07   -0.42351E-07
  2148    0.15204E+03    0.50670E+01    0.00000E+00    0.12792E+00    0.89462E-09    0.95433E-07   -0.45401E-07
  2149    0.15122E+03    0.50974E+01    0.00000E+00    0.14271E+00    0.89338E-09    0.98563E-07   -0.48193E-07
  2150    0.15039E+03    0.51277E+01    0.00000E+00    0.15490E+00    0.89214E-09    0.99040E-07   -0.50713E-07
  2151    0.14957E+03    0.51579E+01    0.00000E+00    0.16451E+00    0.89091E-09    0.96782E-07   -0.52950E-07
  2152    0.14875E+03    0.51882E+01    0.00000E+00    0.17157E+00    0.88968E-09    0.91819E-07   -0.54906E-07
  2153    0.14794E+03    0.52183E+01    0.00000E+00    0.17602E+00    0.88845E-09    0.84206E-07   -0.56589E-07
  2154    0.14713E+03    0.52483E+01    0.00000E+00    0.17788E+00    0.88722E-09    0.73997E-07   -0.58003E-07
  2155    0.14633E+03    0.52782E+01    0.00000E+00    0.17716E+00    0.88599E-09    0.61249E-07   -0.59153E-07
  2156    0.14553E+03    0.53081E+01    0.00000E+00    0.17387E+00    0.88477E-09    0.46016E-07   -0.60047E-07
  2157    0.14474E+03    0.53378E+01    0.00000E+00    0.16798E+00    0.88355E-09    0.28353E-07   -0.60689E-07
  2158    0.14396E+03    0.53674E+01    0.00000E+00    0.15950E+00    0.88233E-09    0.83165E-08   -0.61085E-07
  2159    0.14317E+03    0.53969E+01    0.00000E+00    0.14844E+00    0.88111E-09   -0.14039E-07   -0.61241E-07
  2160    0.14239E+03    0.54262E+01    0.00000E+00    0.13480E+00    0.87990E-09   -0.38659E-07   -0.61162E-07
  2161    0.14162E+03    0.54553E+01    0.00000E+00    0.11858E+00    0.87868E-09   -0.65487E-07   -0.60855E-07
  2162    0.14085E+03    0.54844E+01    0.00000E+00    0.99779E-01    0.87747E-09   -0.94469E-07   -0.60325E-07
  2163    0.14009E+03    0.55131E+01    0.00000E+00    0.78408E-01    0.87626E-09   -0.12555E-06   -0.59578E-07
  2164    0.13933E+03    0.55417E+01    0.00000E+00    0.54470E-01    0.87505E-09   -0.15867E-06   -0.58619E-07
  2165    0.13858E+03    0.55703E+01    0.00000E+00    0.27970E-01    0.87384E-09   -0.19378E-06   -0.57454E-07
